what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535371491100
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535428976020
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535428981987
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535428982221
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1535428984025
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535428984034
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429065183
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429551552
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429553174
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429555575
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429556480
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429659846
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429661620
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429819886
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429933614
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429935948
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429937791
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429938403
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429946722
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535429947237
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535430418839
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535430424112
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535430426375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535430427747
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535430431772
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535430438449
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431045582
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431055693
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431064132
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1535431064137
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535431064137
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431117380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431118092
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431120687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431139178
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431143403
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431211144
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431212636
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431229002
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1535431229364
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1535431229392
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431235642
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431241077
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431250252
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431254004
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431259704
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431260637
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535431260645
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431263392
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431266467
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431270750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431274215
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535431275315
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535431275432
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431277412
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535431284356
